,house_links,house_type,house_price,address,area,bedrooms,parking_space,latitude,longitude
512,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-3-quartos-137m2/1lt67ni,Apartamento,2800000,"Alameda Franca, Jardim América",137,3,4,-23.5597529,-46.6659801
513,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-2-quartos-117m2/1mjfkt3,Apartamento,2675000,"R. José Maria Lisboa, Jardim América",117,2,2,-23.5658172,-46.6603051
514,https://loft.com.br/imovel/apartamento-alameda-casa-branca-jardim-america-sao-paulo-3-quartos-200m2/1nrba3h,Apartamento,3325000,"Alameda Casa Branca, Jardim América",200,3,3,-23.5663972,-46.6603485
515,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-2-quartos-110m2/1oj0r9q,Apartamento,1860000,"R. da Consolação, Jardim América",110,2,1,-23.5609887,-46.6684541
516,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-1-quarto-66m2/1qobj6g,Apartamento,1510000,"R. José Maria Lisboa, Jardim América",66,1,1,-23.5658172,-46.6603051
517,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-2-quartos-160m2/1t8k3mk,Apartamento,1910000,"Alameda Franca, Jardim América",160,2,1,-23.5604273,-46.6652229
518,https://loft.com.br/imovel/apartamento-rua-augusta-jardim-america-sao-paulo-2-quartos-130m2/1utk5o9,Studio,874800,"R. Augusta, Jardim América",130,2,0,-23.56300001,-46.66521001
519,https://loft.com.br/imovel/apartamento-rua-padre-joao-manuel-jardim-america-sao-paulo-1-quarto-31m2/1v8av4e,Studio,390000,"R. Padre João Manuel, Jardim América",31,1,1,-23.5604501,-46.6608288
520,https://loft.com.br/imovel/apartamento-alameda-santos-jardim-america-sao-paulo-2-quartos-120m2/1vod54l,Apartamento,1150000,"Alameda Santos, Jardim América",120,2,1,-23.5575693,-46.6625493
521,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-3-quartos-108m2/1w1i36n,Apartamento,1247000,"R. José Maria Lisboa, Jardim América",108,3,1,-23.563446,-46.663349
522,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-45m2/4yysi0,Conjugado,435000,"Alameda Jaú, Jardim América",45,1,1,-23.559149,-46.6621006
523,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-2-quartos-148m2/4zlumb,Apartamento,1720400,"Alameda Franca, Jardim América",148,2,1,-23.5634523,-46.6617864
524,https://loft.com.br/imovel/apartamento-alameda-tiete-jardim-america-sao-paulo-3-quartos-240m2/67jg12,Apartamento,5500000,"Alameda Tietê, Jardim América",240,3,3,-23.5614057,-46.6661858
525,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-1-quarto-30m2/8ahzj6,Conjugado,320000,"R. Bela Cintra, Jardim América",30,1,1,-23.5579008,-46.6638218
526,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-4-quartos-308m2/cu1hob,Apartamento,4300000,"Alameda Ministro Rocha Azevedo, Jardim América",308,4,3,-23.5637306,-46.6618941
527,https://loft.com.br/imovel/apartamento-alameda-itu-jardim-america-sao-paulo-3-quartos-105m2/eaefam,Apartamento,1500000,"Alameda Itu, Jardim América",105,3,2,-23.5579018,-46.6663075
528,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-3-quartos-303m2/gcl7in,Apartamento,6500000,"R. Peixoto Gomide, Jardim América",303,3,4,-23.5654343,-46.662016
529,https://loft.com.br/imovel/apartamento-rua-padre-joao-manuel-jardim-america-sao-paulo-2-quartos-40m2/jt8pcb,Apartamento,1686645,"R. Padre João Manuel, Jardim América",40,2,2,-23.5604501,-46.6608288
530,https://loft.com.br/imovel/apartamento-rua-melo-alves-jardim-america-sao-paulo-1-quarto-38m2/lnz0pp,Apartamento,1990000,"R. Melo Alves, Jardim América",38,1,1,-23.5599844,-46.6695885
531,https://loft.com.br/imovel/apartamento-alameda-lorena-jardim-america-sao-paulo-1-quarto-43m2/mcu9qm,Apartamento,555000,"Alameda Lorena, Jardim América",43,1,1,-23.5616491,-46.6680293
532,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-3-quartos-137m2/1lt67ni,Apartamento,2800000,"Alameda Franca, Jardim América",137,3,4,-23.5597529,-46.6659801
533,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-1-quarto-66m2/1qobj6g,Apartamento,1510000,"R. José Maria Lisboa, Jardim América",66,1,1,-23.5658172,-46.6603051
534,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-3-quartos-226m2/1c4t86h,Apartamento,7475160,"R. Peixoto Gomide, Jardim América",226,3,4,-23.56459999,-46.66077003
535,https://loft.com.br/imovel/apartamento-alameda-itu-jardim-america-sao-paulo-3-quartos-297m2/1dep6t5,Apartamento,3900000,"Alameda Itu, Jardim América",297,3,3,-23.5595957,-46.6641754
536,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-2-quartos-117m2/1mjfkt3,Apartamento,2675000,"R. José Maria Lisboa, Jardim América",117,2,2,-23.5658172,-46.6603051
537,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-1-quarto-30m2/8ahzj6,Conjugado,320000,"R. Bela Cintra, Jardim América",30,1,1,-23.5579008,-46.6638218
538,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-3-quartos-303m2/gcl7in,Apartamento,6500000,"R. Peixoto Gomide, Jardim América",303,3,4,-23.5654343,-46.662016
539,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-2-quartos-148m2/4zlumb,Apartamento,1720400,"Alameda Franca, Jardim América",148,2,1,-23.5634523,-46.6617864
540,https://loft.com.br/imovel/apartamento-alameda-santos-jardim-america-sao-paulo-2-quartos-120m2/1vod54l,Apartamento,1150000,"Alameda Santos, Jardim América",120,2,1,-23.5575693,-46.6625493
541,https://loft.com.br/imovel/apartamento-rua-melo-alves-jardim-america-sao-paulo-3-quartos-125m2/ppm2qt,Apartamento,1576800,"R. Melo Alves 204, Jardim América",125,3,2,-23.559648,-46.6690507
542,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-24m2/xihqm6,Apartamento,440000,"Alameda Jaú, Jardim América",24,1,1,-23.559149,-46.6621006
543,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-2-quartos-160m2/1t8k3mk,Apartamento,1910000,"Alameda Franca, Jardim América",160,2,1,-23.5604273,-46.6652229
544,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-2-quartos-110m2/1oj0r9q,Apartamento,1860000,"R. da Consolação, Jardim América",110,2,1,-23.5609887,-46.6684541
545,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-3-quartos-150m2/1lgmmb4,Apartamento,2070000,"R. José Maria Lisboa, Jardim América",150,3,1,-23.5655491,-46.660875
546,https://loft.com.br/imovel/apartamento-alameda-casa-branca-jardim-america-sao-paulo-3-quartos-200m2/1nrba3h,Apartamento,3325000,"Alameda Casa Branca, Jardim América",200,3,3,-23.5663972,-46.6603485
547,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-5-quartos-552m2/1laq1eo,Apartamento,10190000,"R. José Maria Lisboa, Jardim América",552,5,5,-23.5643929,-46.6621759
548,https://loft.com.br/imovel/apartamento-rua-haddock-lobo-jardim-america-sao-paulo-2-quartos-325m2/gmos3e,Duplex,6000000,"R. Haddock Lobo, Jardim América",325,2,2,-23.563529,-46.6673907
549,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-3-quartos-137m2/47023l,Apartamento,1652400,"R. José Maria Lisboa 1003, Jardim América",137,3,1,-23.5657504,-46.6607026
550,https://loft.com.br/imovel/apartamento-rua-barao-de-capanema-jardim-america-sao-paulo-4-quartos-844m2/v9kbd3,Apartamento,16000000,"R. Barão de Capanema, Jardim América",844,4,6,-23.5690882,-46.6639805
551,https://loft.com.br/imovel/apartamento-alameda-santos-jardim-america-sao-paulo-3-quartos-200m2/l3rll0,Apartamento,4148000,"Alameda Santos, Jardim América",200,3,2,-23.5601919,-46.6599329
552,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-2-quartos-144m2/qnxfnf,Apartamento,2950000,"R. Bela Cintra, Jardim América",144,2,1,-23.5642732,-46.6701732
553,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-2-quartos-156m2/1wcif3e,Apartamento,2700000,"R. da Consolação, Jardim América",156,2,2,-23.5609887,-46.6684541
554,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-3-quartos-140m2/1qwu305,Apartamento,1400000,"Alameda Ministro Rocha Azevedo, Jardim América",140,3,0,-23.5622176,-46.6602885
555,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-3-quartos-156m2/2lg19r,Apartamento,3000000,"Alameda Franca, Jardim América",156,3,2,-23.5648771,-46.6601056
556,https://loft.com.br/imovel/apartamento-rua-haddock-lobo-jardim-america-sao-paulo-1-quarto-48m2/1neasrg,Apartamento,900000,"R. Haddock Lobo, Jardim América",48,1,1,-23.5598361,-46.6634918
557,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-2-quartos-80m2/a77he7,Apartamento,950000,"R. Peixoto Gomide, Jardim América",80,2,1,-23.5620402,-46.6583852
558,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-3-quartos-190m2/16k4ual,Apartamento,2000000,"Alameda Franca, Jardim América",190,3,1,-23.5634523,-46.6617864
559,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-42m2/1dvvayd,Studio,450000,"Alameda Jaú, Jardim América",42,1,1,-23.5596585,-46.662663
560,https://loft.com.br/imovel/apartamento-alameda-casa-branca-jardim-america-sao-paulo-3-quartos-180m2/1khz8rd,Apartamento,2600000,"Alameda Casa Branca, Jardim América",180,3,2,-23.5666482,-46.6607077
561,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-2-quartos-110m2/1fq48ri,Apartamento,1380000,"R. da Consolação, Jardim América",110,2,1,-23.5575139,-46.6651038
562,https://loft.com.br/imovel/apartamento-alameda-lorena-jardim-america-sao-paulo-4-quartos-150m2/dyw9z3,Apartamento,2092500,"Alameda Lorena, Jardim América",150,4,1,-23.5606971,-46.6695455
563,https://loft.com.br/imovel/apartamento-rua-haddock-lobo-jardim-america-sao-paulo-3-quartos-180m2/1odfmec,Apartamento,2080000,"R. Haddock Lobo, Jardim América",180,3,2,-23.5585572,-46.6626444
564,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-1-quarto-56m2/8jwjv7,Conjugado,1185000,"R. da Consolação, Jardim América",56,1,1,-23.5600355,-46.6671196
565,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-4-quartos-494m2/i6liqo,Apartamento,11600000,"Alameda Franca, Jardim América",494,4,3,-23.5630025,-46.6622508
566,https://loft.com.br/imovel/apartamento-avenida-reboucas-jardim-america-sao-paulo-2-quartos-130m2/7ddtuz,Apartamento,1670000,"Av. Rebouças, Jardim América",130,2,1,-23.5604886,-46.6716427
567,https://loft.com.br/imovel/apartamento-alameda-itu-jardim-america-sao-paulo-3-quartos-98m2/qq1y4j,Apartamento,1650420,"Alameda Itu, Jardim América",98,3,1,-23.5623639,-46.6612909
568,https://loft.com.br/imovel/apartamento-alameda-lorena-jardim-america-sao-paulo-3-quartos-205m2/19klhp5,Apartamento,2800000,"Alameda Lorena, Jardim América",205,3,2,-23.5649868,-46.6648089
569,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-45m2/lz1nf4,Conjugado,636000,"Alameda Jaú, Jardim América",45,1,1,-23.559149,-46.6621006
570,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-1-quarto-26m2/101n1uo,Conjugado,405000,"R. da Consolação, Jardim América",26,1,1,-23.5600355,-46.6671196
571,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-2-quartos-92m2/1bpuds2,Apartamento,1166000,"Alameda Ministro Rocha Azevedo, Jardim América",92,2,2,-23.5622,-46.6603542
572,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-27m2/12slwr3,Conjugado,430000,"Alameda Jaú, Jardim América",27,1,1,-23.559149,-46.6621006
573,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-4-quartos-329m2/ejnpmm,Apartamento,6500000,"Alameda Ministro Rocha Azevedo, Jardim América",329,4,4,-23.5615241,-46.6596144
574,https://loft.com.br/imovel/apartamento-alameda-lorena-jardim-america-sao-paulo-3-quartos-134m2/1bjh06k,Apartamento,1650000,"Alameda Lorena, Jardim América",134,3,0,-23.5639647,-46.6652962
575,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-4-quartos-137m2/1ipn3z4,Apartamento,1450000,"R. José Maria Lisboa, Jardim América",137,4,1,-23.5657504,-46.6607026
576,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-2-quartos-237m2/yeezo1,Apartamento,5895000,"Alameda Ministro Rocha Azevedo, Jardim América",237,2,2,-23.5671708,-46.6654725
577,https://loft.com.br/imovel/apartamento-alameda-casa-branca-jardim-america-sao-paulo-3-quartos-120m2/159rtta,Apartamento,1381000,"Alameda Casa Branca, Jardim América",120,3,2,-23.5648077,-46.6588319
578,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-3-quartos-286m2/vkawsk,Apartamento,4250000,"R. José Maria Lisboa, Jardim América",286,3,2,-23.5651747,-46.6609903
579,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-23m2/t6wooy,Conjugado,636000,"Alameda Jaú, Jardim América",23,1,1,-23.559149,-46.6621006
580,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-2-quartos-60m2/9v6fpk,Apartamento,900000,"Alameda Franca, Jardim América",60,2,2,-23.5647064,-46.6599352
581,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-2-quartos-113m2/1qcaviz,Apartamento,1160000,"Alameda Franca, Jardim América",113,2,1,-23.5637847,-46.6610722
582,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-4-quartos-303m2/p7ffsl,Apartamento,4000000,"R. Peixoto Gomide, Jardim América",303,4,3,-23.5613405,-46.6577446
583,https://loft.com.br/imovel/apartamento-avenida-paulista-jardim-america-sao-paulo-1-quarto-40m2/cu6v6g,Conjugado,850000,"Av. Paulista, Jardim América",40,1,1,-23.5580873,-46.6608157
584,https://loft.com.br/imovel/apartamento-rua-tatui-jardim-america-sao-paulo-2-quartos-269m2/16xzj1l,Cobertura,5800000,"R. Tatuí, Jardim América",269,2,2,-23.5665161,-46.6612922
585,https://loft.com.br/imovel/apartamento-rua-haddock-lobo-jardim-america-sao-paulo-1-quarto-42m2/miuf9x,Conjugado,439000,"R. Haddock Lobo, Jardim América",42,1,1,-23.5591182,-46.6632761
586,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-4-quartos-308m2/13p8u3p,Apartamento,3800000,"Alameda Ministro Rocha Azevedo, Jardim América",308,4,3,-23.5637306,-46.6618941
587,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-2-quartos-62m2/19qqfip,Conjugado,2750000,"Alameda Ministro Rocha Azevedo, Jardim América",62,2,2,-23.5626214,-46.6601567
588,https://loft.com.br/imovel/apartamento-alameda-lorena-jardim-america-sao-paulo-1-quarto-41m2/esw3p5,Conjugado,698000,"Alameda Lorena, Jardim América",41,1,1,-23.5660407,-46.6631383
589,https://loft.com.br/imovel/apartamento-alameda-santos-jardim-america-sao-paulo-2-quartos-200m2/1jf73hk,Cobertura,2900000,"Alameda Santos, Jardim América",200,2,2,-23.5601919,-46.6599329
590,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-3-quartos-140m2/zt6ezf,Apartamento,1800000,"R. Bela Cintra, Jardim América",140,3,2,-23.5605629,-46.66659
591,https://loft.com.br/imovel/apartamento-rua-oscar-freire-jardim-america-sao-paulo-3-quartos-150m2/u9t9cn,Apartamento,2250000,"R. Oscar Freire, Jardim América",150,3,1,-23.5612034,-46.6714649
592,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-3-quartos-203m2/1j8tg4p,Apartamento,2850000,"R. da Consolação, Jardim América",203,3,2,-23.5636034,-46.6710681
593,https://loft.com.br/imovel/apartamento-rua-haddock-lobo-jardim-america-sao-paulo-2-quartos-249m2/19zbo48,Apartamento,5300000,"R. Haddock Lobo, Jardim América",249,2,2,-23.5646634,-46.6685865
594,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-4-quartos-275m2/1dbk017,Apartamento,5501600,"R. Bela Cintra, Jardim América",275,4,2,-23.5628589,-46.6686466
595,https://loft.com.br/imovel/apartamento-rua-augusta-jardim-america-sao-paulo-1-quarto-25m2/1hy0d7t,Studio,392200,"R. Augusta, Jardim América",25,1,1,-23.5605512,-46.6626657
596,https://loft.com.br/imovel/apartamento-alameda-itu-jardim-america-sao-paulo-3-quartos-110m2/1otl0zw,Apartamento,1500000,"Alameda Itu, Jardim América",110,3,2,-23.5579018,-46.6663075
597,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-3-quartos-160m2/kgmafm,Apartamento,1900000,"R. da Consolação, Jardim América",160,3,1,-23.5607092,-46.6681069
598,https://loft.com.br/imovel/apartamento-rua-haddock-lobo-jardim-america-sao-paulo-3-quartos-188m2/mu6e5m,Apartamento,1740000,"R. Haddock Lobo, Jardim América",188,3,0,-23.5578723,-46.6615168
599,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-2-quartos-150m2/1hmpl35,Apartamento,2900000,"R. Peixoto Gomide, Jardim América",150,2,3,-23.5645861,-46.6610292
600,https://loft.com.br/imovel/apartamento-alameda-itu-jardim-america-sao-paulo-4-quartos-397m2/dhpks5,Apartamento,5500000,"Alameda Itu, Jardim América",397,4,3,-23.5632715,-46.6603644
601,https://loft.com.br/imovel/apartamento-alameda-itu-jardim-america-sao-paulo-2-quartos-98m2/rygmb2,Apartamento,1404288,"Alameda Itu 859, Jardim América",98,2,1,-23.5623639,-46.6612909
602,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-4-quartos-180m2/9xtjt8,Apartamento,2350000,"R. Bela Cintra, Jardim América",180,4,1,-23.5595961,-46.6652476
603,https://loft.com.br/imovel/apartamento-avenida-reboucas-jardim-america-sao-paulo-3-quartos-125m2/14hqb0h,Apartamento,1104000,"Av. Rebouças, Jardim América",125,3,1,-23.557421,-46.6662968
604,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-2-quartos-162m2/1ofw9wh,Apartamento,2340480,"R. Peixoto Gomide, Jardim América",162,2,2,-23.5660526,-46.6624552
605,https://loft.com.br/imovel/apartamento-avenida-reboucas-jardim-america-sao-paulo-2-quartos-97m2/1w5b65f,Apartamento,2950000,"Av. Rebouças, Jardim América",97,2,1,-23.5611982,-46.6725269
606,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-4-quartos-858m2/12z4lur,Apartamento,30000000,"Alameda Ministro Rocha Azevedo, Jardim América",858,4,5,-23.5671962,-46.6651609
607,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-3-quartos-106m2/1cmxl1,Apartamento,1235000,"R. da Consolação, Jardim América",106,3,1,-23.5575139,-46.6651038
608,https://loft.com.br/imovel/apartamento-rua-jose-maria-lisboa-jardim-america-sao-paulo-2-quartos-128m2/1d6ngdl,Conjugado,1980000,"R. José Maria Lisboa, Jardim América",128,2,2,-23.5658172,-46.6603051
609,https://loft.com.br/imovel/apartamento-rua-padre-joao-manuel-jardim-america-sao-paulo-2-quartos-86m2/1hopjf2,Apartamento,1000000,"R. Padre João Manuel, Jardim América",86,2,0,-23.5645065,-46.6648778
610,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-43m2/1mhd0q7,Studio,485000,"Alameda Jaú, Jardim América",43,1,1,-23.5596585,-46.662663
611,https://loft.com.br/imovel/apartamento-avenida-paulista-jardim-america-sao-paulo-1-quarto-27m2/1mz0fwi,Conjugado,580000,"Av. Paulista, Jardim América",27,1,1,-23.5580873,-46.6608157
612,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-1-quarto-56m2/1o1a00s,Apartamento,850000,"R. da Consolação, Jardim América",56,1,1,-23.5600355,-46.6671196
613,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-2-quartos-162m2/1ofw9wh,Apartamento,2340480,"R. Peixoto Gomide, Jardim América",162,2,2,-23.5660526,-46.6624552
614,https://loft.com.br/imovel/apartamento-rua-haddock-lobo-jardim-america-sao-paulo-3-quartos-114m2/1q9tlnu,Apartamento,1215000,"R. Haddock Lobo, Jardim América",114,3,1,-23.5603373,-46.6641051
615,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-1-quarto-55m2/1ql5ntl,Studio,750000,"Alameda Franca, Jardim América",55,1,1,-23.5609528,-46.6644561
616,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-3-quartos-100m2/1tib2dh,Apartamento,1050000,"R. da Consolação, Jardim América",100,3,1,-23.557885,-46.6651006
617,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-3-quartos-131m2/1tx0oed,Apartamento,1200000,"R. Peixoto Gomide, Jardim América",131,3,1,-23.5649327,-46.6613882
618,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-2-quartos-140m2/1tyoftg,Apartamento,1700000,"R. Peixoto Gomide, Jardim América",140,2,1,-23.5649327,-46.6613882
619,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-2-quartos-68m2/1u8clvu,Apartamento,1195000,"R. da Consolação, Jardim América",68,2,1,-23.5633205,-46.6712197
620,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-35m2/1vxwfn3,Conjugado,384000,"Alameda Jaú, Jardim América",35,1,1,-23.559149,-46.6621006
621,https://loft.com.br/imovel/apartamento-avenida-reboucas-jardim-america-sao-paulo-2-quartos-97m2/1w5b65f,Apartamento,2950000,"Av. Rebouças, Jardim América",97,2,1,-23.5611982,-46.6725269
622,https://loft.com.br/imovel/apartamento-rua-peixoto-gomide-jardim-america-sao-paulo-2-quartos-87m2/1xa6eaz,Apartamento,1150000,"R. Peixoto Gomide 1014, Jardim América",87,2,1,-23.5620402,-46.6583852
623,https://loft.com.br/imovel/apartamento-rua-padre-joao-manuel-jardim-america-sao-paulo-2-quartos-350m2/1ypk6j9,Apartamento,4600000,"R. Padre João Manuel, Jardim América",350,2,2,-23.5660024,-46.6662137
624,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-3-quartos-158m2/4spuzj,Apartamento,1850000,"R. da Consolação, Jardim América",158,3,1,-23.5618185,-46.6695214
625,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-3-quartos-220m2/4uknjx,Apartamento,2640400,"R. Bela Cintra, Jardim América",220,3,2,-23.5604605,-46.6661151
626,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-4-quartos-293m2/6pf23z,Apartamento,2590000,"R. Bela Cintra, Jardim América",293,4,2,-23.5571951,-46.6627533
627,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-23m2/7a1r90,Conjugado,636000,"Alameda Jaú, Jardim América",23,1,1,-23.559149,-46.6621006
628,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-1-quarto-26m2/82han9,Conjugado,515000,"R. da Consolação, Jardim América",26,1,1,-23.5600355,-46.6671196
629,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-1-quarto-26m2/830yvf,Conjugado,367000,"R. da Consolação, Jardim América",26,1,1,-23.5600355,-46.6671196
630,https://loft.com.br/imovel/apartamento-rua-melo-alves-jardim-america-sao-paulo-3-quartos-121m2/8d66lf,Apartamento,1600000,"R. Melo Alves, Jardim América",121,3,1,-23.5618118,-46.6711951
631,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-4-quartos-180m2/9xtjt8,Apartamento,2350000,"R. Bela Cintra, Jardim América",180,4,1,-23.5595961,-46.6652476
632,https://loft.com.br/imovel/apartamento-alameda-ministro-rocha-azevedo-jardim-america-sao-paulo-3-quartos-177m2/iufg2g,Apartamento,3600000,"Alameda Ministro Rocha Azevedo, Jardim América",177,3,1,-23.5679614,-46.666278
633,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-34m2/n5ue8q,Apartamento,636000,"Alameda Jaú, Jardim América",34,1,1,-23.559149,-46.6621006
634,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-2-quartos-86m2/pdum8c,Studio,892400,"Alameda Jaú, Jardim América",86,2,1,-23.5603087,-46.6614414
635,https://loft.com.br/imovel/apartamento-alameda-franca-jardim-america-sao-paulo-2-quartos-114m2/piardr,Apartamento,1579000,"Alameda Franca, Jardim América",114,2,1,-23.5611713,-46.6642061
636,https://loft.com.br/imovel/apartamento-rua-augusta-jardim-america-sao-paulo-4-quartos-115m2/rmh21v,Apartamento,692000,"R. Augusta, Jardim América",115,4,0,-23.5622778,-46.6642363
637,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-2-quartos-76m2/rtffcz,Apartamento,1300000,"R. Bela Cintra, Jardim América",76,2,2,-23.5617149,-46.667378
638,https://loft.com.br/imovel/apartamento-alameda-itu-jardim-america-sao-paulo-2-quartos-98m2/rygmb2,Apartamento,1404288,"Alameda Itu 859, Jardim América",98,2,1,-23.5623639,-46.6612909
639,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-45m2/s9imqz,Conjugado,636000,"Alameda Jaú, Jardim América",45,1,1,-23.559149,-46.6621006
640,https://loft.com.br/imovel/apartamento-rua-barao-de-capanema-jardim-america-sao-paulo-3-quartos-134m2/s9pp73,Apartamento,1350000,"R. Barão de Capanema, Jardim América",134,3,0,-23.5679714,-46.6652478
641,https://loft.com.br/imovel/apartamento-rua-bela-cintra-jardim-america-sao-paulo-3-quartos-190m2/ufea39,Apartamento,2300000,"R. Bela Cintra, Jardim América",190,3,2,-23.5581704,-46.6635731
642,https://loft.com.br/imovel/apartamento-alameda-jau-jardim-america-sao-paulo-1-quarto-40m2/uhurax,Conjugado,420000,"Alameda Jaú, Jardim América",40,1,1,-23.559149,-46.6621006
